,AppID,Name,Supported languages,Release date,Windows,Mac,Linux,Categories,Tags,Genres,metadata_win,metadata_linux,metadata_mac,full_metadata
29693,465150,Mars Odyssey,English,"Sep 8, 2016",True,False,False,Single-player,"Simulation,VR,Mars,Indie,Space",Simulation, Windows , , ,Mars Odyssey English Single-player Simulation VR Mars Indie Space Simulation  Windows     
19246,497420,Pixelscape: Oceans,English,"Sep 8, 2016",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Casual,Simulation,Underwater","Casual,Simulation", Windows , , ,Pixelscape: Oceans English Single-player Steam Achievements Steam Trading Cards Steam Workshop Steam Cloud Includes level editor Casual Simulation Underwater Casual Simulation  Windows     
25598,470490,RollerGirls From Beyond,English,"Sep 8, 2016",True,False,False,"Single-player,Full controller support,Steam Trading Cards","Action,Adventure,Indie,Casual,VR,VR Only","Action,Adventure,Casual,Indie", Windows , , ,RollerGirls From Beyond English Single-player Full controller support Steam Trading Cards Action Adventure Indie Casual VR VR Only Action Adventure Casual Indie  Windows     
6590,522040,Princess Remedy 2: In A Heap of Trouble,English,"Sep 8, 2016",True,True,True,"Single-player,Steam Trading Cards,Partial Controller Support,Steam Cloud","Indie,Female Protagonist,Action,Retro,RPG,Cute,Bullet Hell,Pixel Graphics,Great Soundtrack,2D,Shoot 'Em Up,Singleplayer,LGBTQ+,Short,Adventure","Action,Indie,RPG", Windows , Linux , Mac ,Princess Remedy 2: In A Heap of Trouble English Single-player Steam Trading Cards Partial Controller Support Steam Cloud Indie Female Protagonist Action Retro RPG Cute Bullet Hell Pixel Graphics Great Soundtrack 2D Shoot  Em Up Singleplayer LGBTQ+ Short Adventure Action Indie RPG  Windows   Linux   Mac 
21887,412830,STEINS;GATE,English Japanese Simplified Chinese Traditional Chinese,"Sep 8, 2016",True,False,False,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Visual Novel,Story Rich,Anime,Time Travel,Sci-fi,Great Soundtrack,Multiple Endings,Choices Matter,Singleplayer,Science,Adventure,Atmospheric,Mystery,Romance,Thriller,Psychological Horror,Memes,Dating Sim,Horror,Casual",Adventure, Windows , , ,STEINS;GATE English Japanese Simplified Chinese Traditional Chinese Single-player Steam Achievements Steam Trading Cards Partial Controller Support Steam Cloud Remote Play on Phone Remote Play on Tablet Visual Novel Story Rich Anime Time Travel Sci-fi Great Soundtrack Multiple Endings Choices Matter Singleplayer Science Adventure Atmospheric Mystery Romance Thriller Psychological Horror Memes Dating Sim Horror Casual Adventure  Windows     
27464,525910,Cockroach VR,English,"Sep 8, 2016",True,False,False,Single-player,"Indie,Casual,VR,Horror","Casual,Indie", Windows , , ,Cockroach VR English Single-player Indie Casual VR Horror Casual Indie  Windows     
15514,507380,Black Sand Drift,English,"Sep 8, 2016",True,False,False,"Single-player,Steam Trading Cards,Partial Controller Support","Casual,Indie,Shoot 'Em Up","Casual,Indie", Windows , , ,Black Sand Drift English Single-player Steam Trading Cards Partial Controller Support Casual Indie Shoot  Em Up Casual Indie  Windows     
12625,371200,Halcyon 6: Starbase Commander,English,"Sep 8, 2016",True,True,True,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Strategy,Space,Indie,Pixel Graphics,Turn-Based Combat,RPG,Simulation,Base-Building,Strategy RPG,Turn-Based Strategy,Singleplayer,Turn-Based,2D,Tactical RPG,Early Access,Sci-fi","Indie,RPG,Simulation,Strategy", Windows , Linux , Mac ,Halcyon 6: Starbase Commander English Single-player Steam Achievements Steam Trading Cards Steam Workshop Steam Cloud Strategy Space Indie Pixel Graphics Turn-Based Combat RPG Simulation Base-Building Strategy RPG Turn-Based Strategy Singleplayer Turn-Based 2D Tactical RPG Early Access Sci-fi Indie RPG Simulation Strategy  Windows   Linux   Mac 
22118,360170,How to Survive 2,English French Italian German Spanish - Spain Russian Japanese Simplified Chinese Portuguese - Brazil Korean Thai Turkish,"Sep 8, 2016",True,False,False,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together","Survival,Zombies,Multiplayer,Open World Survival Craft,Open World,Co-op,Crafting,Action,RPG,Adventure,Base-Building,Local Co-Op,Singleplayer,Third Person,Gore,Top-Down Shooter,Shooter,4 Player Local,Early Access,Dark Humor","Action,Adventure,RPG", Windows , , ,How to Survive 2 English French Italian German Spanish - Spain Russian Japanese Simplified Chinese Portuguese - Brazil Korean Thai Turkish Single-player Multi-player PvP Online PvP Shared/Split Screen PvP Co-op Online Co-op Steam Achievements Full controller support Steam Trading Cards Steam Cloud Steam Leaderboards Remote Play on TV Remote Play Together Survival Zombies Multiplayer Open World Survival Craft Open World Co-op Crafting Action RPG Adventure Base-Building Local Co-Op Singleplayer Third Person Gore Top-Down Shooter Shooter 4 Player Local Early Access Dark Humor Action Adventure RPG  Windows     
558,508790,Flat Heroes,English French Italian German Spanish - Spain Arabic Bulgarian Czech Danish Dutch Finnish Greek Japanese Korean Norwegian Polish Portuguese Portuguese - Brazil Romanian Russian Simplified Chinese Swedish Thai Traditional Chinese Turkish Ukrainian,"Sep 8, 2016",True,True,True,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together","2D,PvP,Team-Based,Precision Platformer,Co-op Campaign,Multiplayer,Arcade,Local Multiplayer,Party,4 Player Local,Local Co-Op,Co-op,Family Friendly,Platformer,Colorful,Minimalist,Fast-Paced,Singleplayer,Action,Difficult","Action,Indie", Windows , Linux , Mac ,Flat Heroes English French Italian German Spanish - Spain Arabic Bulgarian Czech Danish Dutch Finnish Greek Japanese Korean Norwegian Polish Portuguese Portuguese - Brazil Romanian Russian Simplified Chinese Swedish Thai Traditional Chinese Turkish Ukrainian Single-player Multi-player PvP Shared/Split Screen PvP Co-op Shared/Split Screen Co-op Shared/Split Screen Steam Achievements Full controller support Steam Cloud Remote Play Together 2D PvP Team-Based Precision Platformer Co-op Campaign Multiplayer Arcade Local Multiplayer Party 4 Player Local Local Co-Op Co-op Family Friendly Platformer Colorful Minimalist Fast-Paced Singleplayer Action Difficult Action Indie  Windows   Linux   Mac 
21664,423580,Project Highrise,English French Italian German Spanish - Spain Russian Polish Simplified Chinese Japanese Traditional Chinese,"Sep 8, 2016",True,True,False,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Simulation,Management,Strategy,Building,Singleplayer,2D,Sandbox,Indie,Economy,Casual,City Builder,Pixel Graphics","Simulation,Strategy", Windows , , Mac ,Project Highrise English French Italian German Spanish - Spain Russian Polish Simplified Chinese Japanese Traditional Chinese Single-player Steam Achievements Steam Trading Cards Steam Workshop Steam Cloud Simulation Management Strategy Building Singleplayer 2D Sandbox Indie Economy Casual City Builder Pixel Graphics Simulation Strategy  Windows     Mac 
32966,525080,The Race for the White House 2016,English,"Sep 8, 2016",True,False,False,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Remote Play Together","Simulation,Strategy","Simulation,Strategy", Windows , , ,The Race for the White House 2016 English Single-player Multi-player PvP Shared/Split Screen PvP Remote Play Together Simulation Strategy Simulation Strategy  Windows     
795,516840,The Tale of Doris and the Dragon - Episode 1,English,"Sep 8, 2016",True,True,True,"Single-player,Steam Achievements,Steam Trading Cards","Casual,Difficult,Hidden Object,Point & Click,Female Protagonist,2D,Cute,Dragons,Funny,Story Rich,Conversation,Linear,Narration,Puzzle,Pixel Graphics,Abstract,Hand-drawn,Minimalist,Stylized,Demons","Adventure,Indie", Windows , Linux , Mac ,The Tale of Doris and the Dragon - Episode 1 English Single-player Steam Achievements Steam Trading Cards Casual Difficult Hidden Object Point & Click Female Protagonist 2D Cute Dragons Funny Story Rich Conversation Linear Narration Puzzle Pixel Graphics Abstract Hand-drawn Minimalist Stylized Demons Adventure Indie  Windows   Linux   Mac 
26446,527810,Dynamite Alex,English,"Sep 8, 2016",True,False,False,"Single-player,Steam Trading Cards,Partial Controller Support","Indie,Action,Pixel Graphics,Female Protagonist,Platformer,Singleplayer,Retro,Difficult,Classic","Action,Indie", Windows , , ,Dynamite Alex English Single-player Steam Trading Cards Partial Controller Support Indie Action Pixel Graphics Female Protagonist Platformer Singleplayer Retro Difficult Classic Action Indie  Windows     
40017,490840,Gnomes & Goblins (preview),English,"Sep 8, 2016",True,False,False,"Single-player,Tracked Controller Support,VR Only","Adventure,Indie,Casual,VR,VR Only","Adventure,Casual,Indie", Windows , , ,Gnomes & Goblins (preview) English Single-player Tracked Controller Support VR Only Adventure Indie Casual VR VR Only Adventure Casual Indie  Windows     
14465,344770,fault - milestone two side:above,English Japanese Simplified Chinese Korean Spanish - Spain Spanish - Latin America Russian,"Sep 8, 2015",True,True,True,"Single-player,Steam Achievements,Steam Trading Cards","Visual Novel,Anime,Indie,Story Rich,Female Protagonist,Great Soundtrack,Singleplayer,Fantasy,Adventure,Linear,Casual,2D,Sci-fi",Indie, Windows , Linux , Mac ,fault - milestone two side:above English Japanese Simplified Chinese Korean Spanish - Spain Spanish - Latin America Russian Single-player Steam Achievements Steam Trading Cards Visual Novel Anime Indie Story Rich Female Protagonist Great Soundtrack Singleplayer Fantasy Adventure Linear Casual 2D Sci-fi Indie  Windows   Linux   Mac 
30299,390610,Circa Infinity,English,"Sep 8, 2015",True,True,True,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats","Precision Platformer,2D Platformer,Indie,Action,Great Soundtrack,Pixel Graphics,Abstract,Difficult,Experimental,Singleplayer,Puzzle,Puzzle-Platformer,Platformer,2D,Demons,Dark,Dystopian,Horror,Psychological Horror","Action,Indie", Windows , Linux , Mac ,Circa Infinity English Single-player Steam Achievements Steam Trading Cards Partial Controller Support Steam Cloud Stats Precision Platformer 2D Platformer Indie Action Great Soundtrack Pixel Graphics Abstract Difficult Experimental Singleplayer Puzzle Puzzle-Platformer Platformer 2D Demons Dark Dystopian Horror Psychological Horror Action Indie  Windows   Linux   Mac 
34074,386360,SMITE®,English French German Spanish - Spain Polish Russian Portuguese - Brazil Turkish Simplified Chinese Japanese,"Sep 8, 2015",True,False,False,"Multi-player,Steam Achievements,Full controller support,Steam Trading Cards","Free to Play,MOBA,Multiplayer,Action,Third Person,Mythology,Team-Based,Competitive,PvP,Strategy,Co-op,Massively Multiplayer,e-sports,RPG,Adventure,MMORPG,Funny,Casual,Nudity,Survival","Action,Free to Play", Windows , , ,SMITE® English French German Spanish - Spain Polish Russian Portuguese - Brazil Turkish Simplified Chinese Japanese Multi-player Steam Achievements Full controller support Steam Trading Cards Free to Play MOBA Multiplayer Action Third Person Mythology Team-Based Competitive PvP Strategy Co-op Massively Multiplayer e-sports RPG Adventure MMORPG Funny Casual Nudity Survival Action Free to Play  Windows     
6091,355630,Leo’s Fortune - HD Edition,English French Italian German Spanish - Spain Japanese Korean Portuguese - Brazil Russian Simplified Chinese Traditional Chinese,"Sep 8, 2015",True,True,False,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on TV","Indie,Adventure,Platformer,Puzzle-Platformer,Cute,Puzzle","Adventure,Indie", Windows , , Mac ,Leo’s Fortune - HD Edition English French Italian German Spanish - Spain Japanese Korean Portuguese - Brazil Russian Simplified Chinese Traditional Chinese Single-player Steam Achievements Full controller support Steam Leaderboards Remote Play on TV Indie Adventure Platformer Puzzle-Platformer Cute Puzzle Adventure Indie  Windows     Mac 
34832,331190,Master Spy,English,"Sep 8, 2015",True,True,False,"Single-player,Full controller support,Steam Trading Cards,Captions available","Indie,Platformer,Stealth,Difficult,Great Soundtrack,Pixel Graphics,Retro,Action,2D,Singleplayer,Noir,Ninja,Story Rich,Cinematic","Action,Indie", Windows , , Mac ,Master Spy English Single-player Full controller support Steam Trading Cards Captions available Indie Platformer Stealth Difficult Great Soundtrack Pixel Graphics Retro Action 2D Singleplayer Noir Ninja Story Rich Cinematic Action Indie  Windows     Mac 
16117,317710,Velocibox,English Japanese,"Sep 8, 2014",True,True,True,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Stats,Steam Leaderboards","Indie,Action,Difficult,Fast-Paced,Singleplayer,Arcade","Action,Indie", Windows , Linux , Mac ,Velocibox English Japanese Single-player Steam Achievements Full controller support Steam Trading Cards Stats Steam Leaderboards Indie Action Difficult Fast-Paced Singleplayer Arcade Action Indie  Windows   Linux   Mac 
34323,63940,Men of War: Vietnam,English German Italian Polish Russian Spanish - Spain French,"Sep 8, 2011",True,False,False,"Single-player,Multi-player,Co-op,Steam Cloud,Includes level editor","Strategy,War,Tactical,RTS,Historical,Co-op,Real Time Tactics,Singleplayer,Action,Multiplayer,Military,Cold War,FPS",Strategy, Windows , , ,Men of War: Vietnam English German Italian Polish Russian Spanish - Spain French Single-player Multi-player Co-op Steam Cloud Includes level editor Strategy War Tactical RTS Historical Co-op Real Time Tactics Singleplayer Action Multiplayer Military Cold War FPS Strategy  Windows     
34457,57300,Amnesia: The Dark Descent,English French German Italian Spanish - Spain Russian Simplified Chinese,"Sep 8, 2010",True,True,True,"Single-player,Steam Achievements,Full controller support,Captions available,Includes level editor,Commentary available,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Horror,Psychological Horror,Atmospheric,Survival Horror,Story Rich,First-Person,Adventure,Dark,Indie,Puzzle,Stealth,Survival,Physics,Singleplayer,Gore,Action,Lovecraftian,Exploration,Gothic,Great Soundtrack","Action,Adventure,Indie", Windows , Linux , Mac ,Amnesia: The Dark Descent English French German Italian Spanish - Spain Russian Simplified Chinese Single-player Steam Achievements Full controller support Captions available Includes level editor Commentary available Remote Play on Phone Remote Play on Tablet Remote Play on TV Remote Play Together Horror Psychological Horror Atmospheric Survival Horror Story Rich First-Person Adventure Dark Indie Puzzle Stealth Survival Physics Singleplayer Gore Action Lovecraftian Exploration Gothic Great Soundtrack Action Adventure Indie  Windows   Linux   Mac 
6210,35000,Mini Ninjas,English,"Sep 8, 2009",True,False,False,Single-player,"Adventure,Action,Ninja,Stealth,Cute,Singleplayer,3D Platformer,Family Friendly,Third Person,Platformer,Open World,Controller,Funny,Great Soundtrack,Multiplayer,Hack and Slash,Anime,Casual,Beautiful,Indie","Action,Adventure", Windows , , ,Mini Ninjas English Single-player Adventure Action Ninja Stealth Cute Singleplayer 3D Platformer Family Friendly Third Person Platformer Open World Controller Funny Great Soundtrack Multiplayer Hack and Slash Anime Casual Beautiful Indie Action Adventure  Windows     
